player,team,stat_type,line_score,official
Anthony Edwards,MIN,Rebs+Asts,14.5,False
Anthony Edwards,MIN,Rebs+Asts,11.5,False
Anthony Edwards,MIN,AST,3.5,False
Anthony Edwards,MIN,REB,10.5,False
Anthony Edwards,MIN,REB,7.5,False
Anthony Edwards,MIN,Pts+Rebs,44.5,False
Anthony Edwards,MIN,Pts+Rebs+Asts,49.5,False
Anthony Edwards,MIN,Pts+Rebs,29.5,False
Anthony Edwards,MIN,FG Made,9.5,True
Anthony Edwards,MIN,Pts+Rebs+Asts,40.0,False
Anthony Edwards,MIN,Free Throws Attempted,7.0,True
Anthony Edwards,MIN,Pts+Rebs,34.5,False
Anthony Edwards,MIN,3-PT Made,2.5,False
Anthony Edwards,MIN,Pts+Asts,32.0,True
Anthony Edwards,MIN,Pts+Asts,29.5,False
Anthony Edwards,MIN,3-PT Made,3.5,False
Anthony Edwards,MIN,Pts+Asts,34.5,False
Anthony Edwards,MIN,PTS,23.5,False
Anthony Edwards,MIN,AST,4.5,False
Anthony Edwards,MIN,Pts+Asts,44.5,False
Anthony Edwards,MIN,PTS,29.5,False
Anthony Edwards,MIN,3-PT Made,5.5,False
Anthony Edwards,MIN,Rebs+Asts,12.5,False
Anthony Edwards,MIN,PTS,21.5,False
Anthony Edwards,MIN,FG Attempted,21.5,True
Anthony Edwards,MIN,Steals,1.5,True
Anthony Edwards,MIN,3-PT Made,4.5,True
Anthony Edwards,MIN,Fantasy Score,45.0,True
Anthony Edwards,MIN,AST,7.5,False
Anthony Edwards,MIN,AST,6.5,True
Anthony Edwards,MIN,Rebs+Asts,10.5,False
Anthony Edwards,MIN,AST,5.0,False
Anthony Edwards,MIN,Free Throws Made,5.5,True
Anthony Edwards,MIN,Dunks,0.5,True
Anthony Edwards,MIN,Pts+Asts,39.5,False
Anthony Edwards,MIN,Pts+Rebs+Asts,37.5,False
Anthony Edwards,MIN,PTS,19.5,False
Anthony Edwards,MIN,Pts+Rebs+Asts,54.5,False
Anthony Edwards,MIN,Pts+Rebs+Asts,34.5,False
Anthony Edwards,MIN,PTS,24.5,False
Anthony Edwards,MIN,Pts+Rebs,36.5,True
Anthony Edwards,MIN,Pts+Asts,24.5,False
Anthony Edwards,MIN,Two Pointers Attempted,12.5,True
Anthony Edwards,MIN,3-PT Attempted,8.5,True
Anthony Edwards,MIN,Rebs+Asts,17.5,False
Anthony Edwards,MIN,Pts+Rebs+Asts,44.5,True
Anthony Edwards,MIN,PTS,34.5,False
Anthony Edwards,MIN,REB,11.5,False
Anthony Edwards,MIN,Pts+Rebs,39.5,False
Anthony Edwards,MIN,PTS,27.0,True
Julius Randle,MIN,3-PT Made,1.5,False
Julius Randle,MIN,Defensive Rebounds,4.0,True
Julius Randle,MIN,Two Pointers Made,4.5,True
Julius Randle,MIN,REB,10.5,False
Julius Randle,MIN,Offensive Rebounds,2.5,True
Julius Randle,MIN,AST,3.5,False
Julius Randle,MIN,Pts+Asts,29.5,False
Julius Randle,MIN,Pts+Rebs,34.5,False
Julius Randle,MIN,REB,5.5,False
Julius Randle,MIN,REB,6.5,False
Julius Randle,MIN,Fantasy Score,30.5,True
Julius Randle,MIN,Rebs+Asts,10.5,True
Julius Randle,MIN,REB,8.5,True
Julius Randle,MIN,Pts+Rebs,29.5,False
Julius Randle,MIN,Rebs+Asts,12.5,False
Julius Randle,MIN,Pts+Rebs+Asts,24.5,False
Julius Randle,MIN,REB,4.5,False
Julius Randle,MIN,Pts+Rebs+Asts,34.5,False
Julius Randle,MIN,Turnovers,3.5,True
Julius Randle,MIN,REB,9.5,False
Julius Randle,MIN,Pts+Rebs+Asts,39.5,False
Julius Randle,MIN,Pts+Asts,20.5,False
Julius Randle,MIN,PTS,16.5,False
Julius Randle,MIN,Pts+Asts,23.5,True
Julius Randle,MIN,3-PT Made,2.5,True
Julius Randle,MIN,3-PT Made,3.5,False
Julius Randle,MIN,Personal Fouls,3.0,True
Julius Randle,MIN,AST,6.5,False
Julius Randle,MIN,AST,7.5,False
Julius Randle,MIN,Pts+Rebs+Asts,32.5,True
Julius Randle,MIN,Blocked Shots,0.5,True
Julius Randle,MIN,FG Attempted,14.0,True
Julius Randle,MIN,AST,4.0,False
Julius Randle,MIN,Rebs+Asts,8.5,False
Julius Randle,MIN,Free Throws Made,3.0,True
Julius Randle,MIN,Two Pointers Attempted,8.5,True
Julius Randle,MIN,FG Made,6.0,True
Julius Randle,MIN,Pts+Rebs,24.5,True
Julius Randle,MIN,3-PT Attempted,4.5,True
Julius Randle,MIN,PTS,24.5,False
Julius Randle,MIN,Pts+Rebs+Asts,25.5,False
Julius Randle,MIN,PTS,23.5,False
Julius Randle,MIN,Turnovers,2.5,False
Julius Randle,MIN,Steals,1.5,True
Julius Randle,MIN,Pts+Asts,24.5,False
Julius Randle,MIN,Rebs+Asts,14.5,False
Julius Randle,MIN,Rebs+Asts,9.5,False
Julius Randle,MIN,PTS,12.5,False
Julius Randle,MIN,AST,5.5,True
Julius Randle,MIN,3-PT Made,0.5,False
Julius Randle,MIN,Pts+Rebs,23.0,False
Julius Randle,MIN,Pts+Rebs,19.5,False
Julius Randle,MIN,PTS,19.5,True
Julius Randle,MIN,PTS,14.5,False
Julius Randle,MIN,AST,2.5,False
Julius Randle,MIN,Steals,0.5,False
Julius Randle,MIN,Pts+Rebs+Asts,27.5,False
Julius Randle,MIN,Pts+Asts,19.5,False
Donte DiVincenzo,MIN,Pts+Rebs+Asts,24.5,False
Donte DiVincenzo,MIN,Turnovers,1.5,True
Donte DiVincenzo,MIN,Pts+Asts,10.5,False
Donte DiVincenzo,MIN,AST,1.5,False
Donte DiVincenzo,MIN,3-PT Made,4.5,False
Donte DiVincenzo,MIN,Pts+Rebs+Asts,19.5,True
Donte DiVincenzo,MIN,PTS,7.5,False
Donte DiVincenzo,MIN,PTS,9.0,True
Donte DiVincenzo,MIN,Pts+Rebs,19.5,False
Donte DiVincenzo,MIN,Pts+Rebs,9.5,False
Donte DiVincenzo,MIN,Pts+Rebs,14.5,False
Donte DiVincenzo,MIN,REB,5.5,False
Donte DiVincenzo,MIN,REB,3.5,False
Donte DiVincenzo,MIN,3-PT Made,2.5,False
Donte DiVincenzo,MIN,3-PT Made,1.5,False
Donte DiVincenzo,MIN,Pts+Asts,12.5,False
Donte DiVincenzo,MIN,Steals,1.5,True
Donte DiVincenzo,MIN,PTS,5.5,False
Donte DiVincenzo,MIN,PTS,14.5,False
Donte DiVincenzo,MIN,Steals,0.5,False
Donte DiVincenzo,MIN,Blocked Shots,0.5,True
Donte DiVincenzo,MIN,Pts+Rebs,10.5,False
Donte DiVincenzo,MIN,Pts+Rebs,13.5,False
Donte DiVincenzo,MIN,PTS,6.5,False
Donte DiVincenzo,MIN,AST,5.5,False
Donte DiVincenzo,MIN,Pts+Asts,19.5,False
Donte DiVincenzo,MIN,Pts+Rebs,12.5,True
Donte DiVincenzo,MIN,Pts+Asts,9.5,False
Donte DiVincenzo,MIN,AST,2.5,False
Donte DiVincenzo,MIN,Pts+Rebs+Asts,15.5,False
Donte DiVincenzo,MIN,Rebs+Asts,6.5,True
Donte DiVincenzo,MIN,Pts+Rebs,7.5,False
Donte DiVincenzo,MIN,AST,3.5,True
Donte DiVincenzo,MIN,AST,4.5,False
Donte DiVincenzo,MIN,Pts+Asts,13.5,True
Donte DiVincenzo,MIN,PTS,11.5,False
Donte DiVincenzo,MIN,REB,2.5,False
Donte DiVincenzo,MIN,3-PT Made,3.5,True
Donte DiVincenzo,MIN,REB,4.5,True
Donte DiVincenzo,MIN,Rebs+Asts,5.5,False
Donte DiVincenzo,MIN,Pts+Asts,14.5,False
Alex Caruso,OKC,Pts+Rebs,10.5,False
Alex Caruso,OKC,Rebs+Asts,4.5,False
Alex Caruso,OKC,Pts+Rebs+Asts,11.5,False
Alex Caruso,OKC,Pts+Rebs+Asts,14.0,True
Alex Caruso,OKC,Pts+Rebs,13.5,True
Alex Caruso,OKC,Pts+Rebs,19.5,False
Alex Caruso,OKC,Pts+Rebs,9.5,False
Alex Caruso,OKC,Steals,2.5,False
Alex Caruso,OKC,PTS,6.5,False
Alex Caruso,OKC,3-PT Made,1.5,True
Alex Caruso,OKC,AST,4.5,False
Alex Caruso,OKC,Pts+Asts,11.0,True
Alex Caruso,OKC,PTS,5.5,False
Alex Caruso,OKC,Pts+Asts,7.5,False
Alex Caruso,OKC,Pts+Asts,19.5,False
Alex Caruso,OKC,AST,3.5,True
Alex Caruso,OKC,Pts+Rebs,11.5,False
Alex Caruso,OKC,Turnovers,0.5,True
Alex Caruso,OKC,PTS,8.5,True
Alex Caruso,OKC,Free Throws Made,0.5,True
Alex Caruso,OKC,REB,2.5,False
Alex Caruso,OKC,PTS,7.5,False
Alex Caruso,OKC,Steals,3.5,True
Alex Caruso,OKC,REB,5.5,False
Alex Caruso,OKC,AST,1.5,False
Alex Caruso,OKC,3-PT Made,0.5,False
Alex Caruso,OKC,3-PT Made,2.5,False
Alex Caruso,OKC,Pts+Rebs,14.5,False
Alex Caruso,OKC,PTS,14.5,False
Alex Caruso,OKC,PTS,9.5,False
Alex Caruso,OKC,PTS,11.5,False
Alex Caruso,OKC,Rebs+Asts,5.5,False
Alex Caruso,OKC,Rebs+Asts,9.5,False
Alex Caruso,OKC,REB,4.5,True
Alex Caruso,OKC,Pts+Rebs+Asts,19.5,False
Alex Caruso,OKC,Pts+Asts,9.5,False
Alex Caruso,OKC,Pts+Asts,14.5,False
Alex Caruso,OKC,Pts+Rebs+Asts,12.5,False
Alex Caruso,OKC,Blocked Shots,1.5,True
Alex Caruso,OKC,Fantasy Score,20.0,True
Alex Caruso,OKC,Rebs+Asts,7.5,True
Isaiah Hartenstein,OKC,Pts+Rebs+Asts,24.5,False
Isaiah Hartenstein,OKC,Fantasy Score,19.0,True
Isaiah Hartenstein,OKC,REB,5.5,False
Isaiah Hartenstein,OKC,Defensive Rebounds,4.5,True
Isaiah Hartenstein,OKC,AST,1.5,False
Isaiah Hartenstein,OKC,PTS,14.5,False
Isaiah Hartenstein,OKC,REB,11.5,False
Isaiah Hartenstein,OKC,Pts+Asts,14.5,False
Isaiah Hartenstein,OKC,Pts+Asts,11.5,False
Isaiah Hartenstein,OKC,Rebs+Asts,7.5,False
Isaiah Hartenstein,OKC,Rebs+Asts,14.5,False
Isaiah Hartenstein,OKC,REB,9.5,True
Isaiah Hartenstein,OKC,Rebs+Asts,11.5,True
Isaiah Hartenstein,OKC,Turnovers,1.5,True
Isaiah Hartenstein,OKC,Blocked Shots,0.5,False
Isaiah Hartenstein,OKC,Pts+Rebs,11.5,False
Isaiah Hartenstein,OKC,REB,4.5,False
Isaiah Hartenstein,OKC,Pts+Rebs,19.5,False
Isaiah Hartenstein,OKC,AST,3.5,False
Isaiah Hartenstein,OKC,Pts+Rebs,24.5,False
Isaiah Hartenstein,OKC,PTS,9.5,True
Isaiah Hartenstein,OKC,PTS,5.5,False
Isaiah Hartenstein,OKC,AST,2.5,True
Isaiah Hartenstein,OKC,PTS,11.5,False
Isaiah Hartenstein,OKC,REB,10.5,False
Isaiah Hartenstein,OKC,Pts+Rebs+Asts,19.5,True
Isaiah Hartenstein,OKC,Steals,1.5,True
Isaiah Hartenstein,OKC,Pts+Rebs+Asts,15.0,False
Isaiah Hartenstein,OKC,Offensive Rebounds,2.0,True
Isaiah Hartenstein,OKC,Rebs+Asts,8.5,False
Isaiah Hartenstein,OKC,REB,6.5,False
Isaiah Hartenstein,OKC,3-PT Made,0.5,True
Isaiah Hartenstein,OKC,Personal Fouls,2.5,True
Isaiah Hartenstein,OKC,Pts+Rebs,9.5,False
Isaiah Hartenstein,OKC,Pts+Asts,8.5,False
Isaiah Hartenstein,OKC,Blocked Shots,1.5,True
Isaiah Hartenstein,OKC,Pts+Rebs,15.5,True
Isaiah Hartenstein,OKC,Pts+Asts,7.5,False
Isaiah Hartenstein,OKC,Pts+Rebs+Asts,11.5,False
Isaiah Hartenstein,OKC,Pts+Asts,9.5,True
Isaiah Hartenstein,OKC,Pts+Rebs,13.5,False
Isaiah Hartenstein,OKC,PTS,4.5,False
Isaiah Hartenstein,OKC,PTS,6.5,False
Terrence Shannon,MIN,PTS,5.5,False
Terrence Shannon,MIN,Pts+Rebs+Asts,4.5,False
Terrence Shannon,MIN,PTS,7.5,True
Terrence Shannon,MIN,PTS,3.5,False
Terrence Shannon,MIN,Turnovers,0.5,True
Terrence Shannon,MIN,AST,1.5,True
Terrence Shannon,MIN,AST,0.5,False
Terrence Shannon,MIN,REB,1.5,False
Terrence Shannon,MIN,Pts+Rebs,5.5,True
Terrence Shannon,MIN,PTS,9.5,False
Terrence Shannon,MIN,Blocked Shots,0.5,True
Terrence Shannon,MIN,Pts+Asts,4.5,False
Terrence Shannon,MIN,Pts+Rebs+Asts,6.0,False
Terrence Shannon,MIN,Pts+Rebs+Asts,14.5,False
Terrence Shannon,MIN,REB,3.5,True
Terrence Shannon,MIN,Pts+Rebs+Asts,9.5,True
Terrence Shannon,MIN,Pts+Rebs,4.5,False
Terrence Shannon,MIN,3-PT Made,1.5,True
Terrence Shannon,MIN,3-PT Made,0.5,False
Terrence Shannon,MIN,Steals,0.5,True
Terrence Shannon,MIN,AST,2.5,False
Terrence Shannon,MIN,Pts+Rebs,9.5,False
Terrence Shannon,MIN,REB,4.5,False
Terrence Shannon,MIN,Pts+Asts,9.5,True
Terrence Shannon,MIN,Rebs+Asts,1.5,True
Shai Gilgeous-Alexander + Anthony Edwards,OKC/MIN,Points (Combo),60.0,True
Chet Holmgren + Julius Randle,OKC/MIN,Points (Combo),32.0,True
Chet Holmgren + Jaden McDaniels,OKC/MIN,Points (Combo),28.5,True
Chet Holmgren + Naz Reid,OKC/MIN,Points (Combo),25.5,True
Isaiah Hartenstein + Anthony Edwards,OKC/MIN,Rebounds (Combo),14.0,True
Chet Holmgren + Rudy Gobert,OKC/MIN,Rebounds (Combo),16.5,True
Chet Holmgren + Anthony Edwards,OKC/MIN,Rebounds (Combo),15.5,True
Jalen Williams + Anthony Edwards,OKC/MIN,Assists (Combo),10.5,True
Shai Gilgeous-Alexander + Anthony Edwards,OKC/MIN,Assists (Combo),12.5,True
Shai Gilgeous-Alexander + Julius Randle,OKC/MIN,Assists (Combo),11.5,True
Jalen Williams + Julius Randle,OKC/MIN,Assists (Combo),9.5,True
Luguentz Dort + Anthony Edwards,OKC/MIN,3-PT Made (Combo),5.0,True
Luguentz Dort + Donte DiVincenzo,OKC/MIN,3-PT Made (Combo),4.0,True
Shai Gilgeous-Alexander + Nickeil Alexander-Walker,OKC/MIN,3-PT Made (Combo),3.5,True
Luguentz Dort + Nickeil Alexander-Walker,OKC/MIN,3-PT Made (Combo),3.5,True
Jalen Williams + Mike Conley,OKC/MIN,Assists (Combo),8.0,True
Jalen Williams + Donte DiVincenzo,OKC/MIN,3-PT Made (Combo),4.0,True
Jalen Williams + Anthony Edwards,OKC/MIN,3-PT Made (Combo),5.0,True
Myles Turner,IND,FG Made,5.0,True
Andrew Nembhard,IND,FG Made,4.0,True
OG Anunoby,NYK,Personal Fouls,3.0,True
OG Anunoby,NYK,FG Made,6.0,True
OG Anunoby,NYK,3-PT Attempted,5.5,True
Tyrese Haliburton,IND,Free Throws Made,3.0,True
Jalen Brunson,NYK,FG Made,10.0,True
Jalen Brunson,NYK,3-PT Attempted,7.0,True
Mikal Bridges,NYK,FG Made,7.0,True
Mikal Bridges,NYK,3-PT Attempted,5.0,True
Karl-Anthony Towns,NYK,Personal Fouls,4.0,True
Karl-Anthony Towns,NYK,FG Made,7.0,True
Myles Turner,IND,Pts+Rebs+Asts,24.5,False
Myles Turner,IND,Pts+Rebs,18.5,False
Myles Turner,IND,Rebs+Asts,7.5,True
Myles Turner,IND,Pts+Rebs,19.5,False
Myles Turner,IND,REB,9.5,False
Myles Turner,IND,PTS,9.5,False
Myles Turner,IND,Pts+Asts,11.5,False
Myles Turner,IND,AST,3.5,False
Myles Turner,IND,Pts+Asts,14.5,False
Myles Turner,IND,3-PT Made,1.5,False
Myles Turner,IND,Free Throws Made,2.5,True
Myles Turner,IND,3-PT Made,2.5,True
Myles Turner,IND,Rebs+Asts,4.5,False
Myles Turner,IND,Blocked Shots,3.5,True
Myles Turner,IND,Rebs+Asts,9.5,False
Myles Turner,IND,Pts+Asts,15.5,False
Myles Turner,IND,AST,0.5,False
Myles Turner,IND,Blocked Shots,4.5,False
Myles Turner,IND,3-PT Made,3.5,False
Myles Turner,IND,Pts+Rebs+Asts,18.5,False
Myles Turner,IND,PTS,14.5,False
Myles Turner,IND,PTS,11.5,False
Myles Turner,IND,Pts+Asts,19.5,False
Myles Turner,IND,Free Throws Attempted,3.5,True
Myles Turner,IND,Pts+Asts,24.5,False
Myles Turner,IND,Pts+Rebs+Asts,29.5,False
Myles Turner,IND,REB,3.5,False
Myles Turner,IND,Pts+Rebs+Asts,19.5,False
Myles Turner,IND,Pts+Rebs+Asts,21.0,False
Myles Turner,IND,PTS,17.5,True
Myles Turner,IND,Pts+Rebs,24.5,False
Myles Turner,IND,Pts+Rebs,29.5,False
Myles Turner,IND,FG Attempted,10.5,True
